date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),OT
2009/2/2 06:40,981.75,-3.87,270.71,-6.11,84.3,4.58,3.86,0.72,2.45,3.94,1268.12,1.42,2.13,357.8
2009/2/2 06:50,981.69,-4.12,270.46,-6.19,85.4,4.5,3.84,0.66,2.44,3.91,1269.26,1.12,2.25,11.66
2009/2/2 07:00,981.63,-4.48,270.11,-6.44,86.1,4.38,3.77,0.61,2.39,3.84,1270.89,0.51,1.25,9.41
2009/2/2 07:10,981.63,-4.84,269.75,-6.64,87.1,4.26,3.71,0.55,2.35,3.78,1272.61,0.69,1.63,350.2
2009/2/2 07:20,981.62,-4.66,269.93,-6.22,88.8,4.32,3.83,0.48,2.43,3.91,1271.72,0.87,1.88,322.9
2009/2/2 07:30,981.83,-4.81,269.76,-6.47,88.1,4.27,3.76,0.51,2.39,3.83,1272.75,1.06,1.38,220
2009/2/2 07:40,981.98,-4.8,269.76,-6.26,89.4,4.27,3.82,0.45,2.42,3.89,1272.84,0.72,1.38,245.1
2009/2/2 07:50,982.08,-4.69,269.87,-6.18,89.2,4.31,3.84,0.47,2.44,3.91,1272.43,0.3,0.75,63.67
2009/2/2 08:00,982.13,-5.01,269.54,-6.64,88.2,4.21,3.71,0.5,2.35,3.78,1274.07,0.2,0.63,328.5
2009/2/2 08:10,982.09,-5.13,269.42,-6.63,89.1,4.17,3.71,0.45,2.35,3.78,1274.6,0.23,0.63,103.3
2009/2/2 08:20,982.08,-4.84,269.72,-6.23,89.9,4.26,3.83,0.43,2.43,3.9,1273.13,0.34,0.63,59.96
2009/2/2 08:30,982.18,-4.44,270.11,-5.87,89.7,4.39,3.94,0.45,2.5,4.01,1271.34,0.06,0.63,129.8
2009/2/2 08:40,982.37,-4.01,270.52,-5.6,88.6,4.54,4.02,0.52,2.55,4.09,1269.52,0.27,0.63,194.2
2009/2/2 08:50,982.37,-3.92,270.61,-5.84,86.4,4.57,3.95,0.62,2.5,4.02,1269.12,0.32,0.88,96.3
2009/2/2 09:00,982.45,-3.8,270.73,-6.02,84.5,4.61,3.89,0.71,2.47,3.96,1268.7,0.28,0.88,144.8
2009/2/2 09:10,982.38,-3.32,271.22,-5.84,82.6,4.78,3.95,0.83,2.5,4.02,1266.3,0.11,0.5,120.3
2009/2/2 09:20,982.26,-3.16,271.39,-6.02,80.5,4.84,3.89,0.94,2.47,3.96,1265.43,0.45,1.13,54.98
2009/2/2 09:30,982.25,-3.18,271.37,-5.81,81.9,4.83,3.96,0.87,2.51,4.03,1265.46,0.43,1.13,119.2
2009/2/2 09:40,982.16,-2.64,271.92,-5.58,80.1,5.03,4.03,1,2.55,4.1,1262.81,0.33,1.13,92.8
2009/2/2 09:50,982.1,-2.15,272.41,-5.53,77.5,5.21,4.04,1.17,2.56,4.11,1260.46,0.47,1,205.8
2009/2/2 10:00,982,-1.66,272.92,-5.19,76.7,5.41,4.15,1.26,2.63,4.22,1257.99,0.5,1,102.3
2009/2/2 10:10,982.01,-1.23,273.34,-5.18,74.4,5.58,4.15,1.43,2.63,4.23,1256.03,0.79,1.5,177.5
2009/2/2 10:20,982.01,-1.27,273.31,-5.12,74.9,5.56,4.17,1.4,2.64,4.24,1256.19,0.58,1.13,155.3
2009/2/2 10:30,981.79,-0.63,273.97,-4.79,73.3,5.83,4.28,1.56,2.71,4.36,1252.9,0.63,1.13,140.4
2009/2/2 10:40,981.67,-0.32,274.28,-4.8,71.6,5.97,4.27,1.69,2.71,4.35,1251.34,0.73,1.25,165.7
2009/2/2 10:50,981.77,-0.41,274.19,-4.76,72.3,5.93,4.29,1.64,2.72,4.37,1251.85,1.06,1.5,204
2009/2/2 11:00,981.69,-0.64,273.97,-4.67,74,5.83,4.31,1.52,2.74,4.39,1252.8,1.14,1.63,169.5
2009/2/2 11:10,981.57,-0.71,273.91,-4.72,74.1,5.8,4.3,1.5,2.73,4.38,1252.96,1.16,1.75,194.9
2009/2/2 11:20,981.45,-0.69,273.93,-4.5,75.3,5.81,4.37,1.43,2.78,4.45,1252.71,0.96,1.88,192.3
2009/2/2 11:30,981.3,-0.38,274.26,-4.24,75,5.94,4.46,1.49,2.83,4.54,1251.03,1.17,1.75,169.5
2009/2/2 11:40,981.11,0.29,274.94,-3.87,73.5,6.24,4.58,1.65,2.91,4.67,1247.68,0.86,1.63,159.8
2009/2/2 11:50,980.85,0.6,275.28,-3.82,72.1,6.38,4.6,1.78,2.92,4.69,1245.93,1.19,1.75,149.9
2009/2/2 12:00,980.78,0.43,275.11,-3.75,73.4,6.3,4.63,1.68,2.94,4.72,1246.59,0.96,1.5,174.2
2009/2/2 12:10,980.77,0.7,275.38,-3.49,73.4,6.42,4.72,1.71,3,4.81,1245.33,0.58,1.13,159.6
2009/2/2 12:20,980.65,1.06,275.75,-3.44,71.8,6.59,4.73,1.86,3.01,4.83,1243.54,0.94,1.75,143.9
2009/2/2 12:30,980.61,1.31,276.01,-3.27,71.4,6.72,4.79,1.92,3.05,4.89,1242.32,1.14,1.75,187.5
2009/2/2 12:40,980.57,1.59,276.3,-3.09,70.9,6.85,4.86,1.99,3.09,4.96,1240.95,1.15,1.75,195.7
2009/2/2 12:50,980.4,1.86,276.58,-2.91,70.5,6.99,4.93,2.06,3.13,5.03,1239.48,1.54,2.25,185.9
2009/2/2 13:00,980.17,2.27,277.02,-2.68,69.65,7.2,5.01,2.18,3.19,5.11,1237.3,1.32,2.25,183.8
2009/2/2 13:10,979.92,2.54,277.31,-2.6,68.7,7.34,5.04,2.3,3.21,5.14,1235.75,1.06,1.88,158.1
2009/2/2 13:20,979.68,2.59,277.37,-2.53,68.81,7.36,5.07,2.3,3.22,5.17,1235.23,1.16,1.88,156
2009/2/2 13:30,979.66,2.53,277.32,-2.57,68.91,7.33,5.05,2.28,3.21,5.16,1235.46,1.39,2,170.1
2009/2/2 13:40,979.55,2.59,277.38,-2.42,69.4,7.36,5.11,2.25,3.25,5.21,1235.06,0.75,1.5,177.7
2009/2/2 13:50,979.24,2.95,277.77,-2.22,68.67,7.55,5.19,2.37,3.3,5.3,1233,0.72,1.63,122.3
2009/2/2 14:00,979.3,2.98,277.79,-2.28,68.23,7.57,5.16,2.4,3.29,5.27,1232.97,1.25,2.25,146.7
2009/2/2 14:10,979.25,3.02,277.84,-2.07,69.07,7.59,5.24,2.35,3.34,5.35,1232.69,0.77,1.25,141.9
2009/2/2 14:20,979.14,3.52,278.36,-1.84,67.84,7.87,5.34,2.53,3.4,5.45,1230.26,1.21,2.38,106.6
2009/2/2 14:30,979,3.5,278.34,-1.89,67.71,7.85,5.32,2.54,3.39,5.43,1230.21,1.15,2.88,71.1
2009/2/2 14:40,978.84,3.41,278.27,-1.65,69.33,7.81,5.41,2.39,3.45,5.53,1230.34,2.94,5.63,74.2
2009/2/2 14:50,978.74,3.5,278.36,-1.42,70.1,7.85,5.5,2.35,3.51,5.62,1229.79,3.17,5.63,93.6
2009/2/2 15:00,978.53,3.71,278.59,-1.32,69.56,7.97,5.55,2.43,3.53,5.67,1228.56,2.92,5.88,74.2
2009/2/2 15:10,978.43,3.68,278.57,-1.37,69.43,7.95,5.52,2.43,3.52,5.64,1228.59,4.08,6.38,83.1
2009/2/2 15:20,978.27,3.68,278.59,-1.32,69.65,7.96,5.54,2.42,3.53,5.67,1228.35,3.98,5.88,96
2009/2/2 15:30,978.17,3.61,278.52,-1.36,69.88,7.91,5.53,2.38,3.52,5.65,1228.58,3.48,6.63,102.2
2009/2/2 15:40,978.05,3.33,278.25,-1.36,71.2,7.76,5.53,2.24,3.52,5.65,1229.64,2.6,7.13,83.1
2009/2/2 15:50,977.79,3.03,277.97,-1.52,71.9,7.6,5.46,2.14,3.48,5.59,1230.67,3.13,6.38,74.3
2009/2/2 16:00,977.78,2.87,277.81,-1.56,72.5,7.51,5.45,2.07,3.47,5.57,1231.39,2.77,5.13,77.8
2009/2/2 16:10,977.74,2.83,277.78,-1.56,72.7,7.49,5.45,2.05,3.47,5.57,1231.51,2.42,4.25,69.11
2009/2/2 16:20,977.58,2.74,277.7,-1.52,73.4,7.44,5.46,1.98,3.48,5.59,1231.7,1.71,2.88,64.43
2009/2/2 16:30,977.39,2.62,277.59,-1.51,74.1,7.38,5.47,1.91,3.49,5.59,1232.02,2.58,5.13,65.27
2009/2/2 16:40,977.48,2.52,277.48,-1.51,74.6,7.33,5.47,1.86,3.49,5.59,1232.57,2.64,4.5,65.05
2009/2/2 16:50,977.46,2.35,277.31,-1.53,75.4,7.24,5.46,1.78,3.48,5.58,1233.3,2.03,4.5,64.32
2009/2/2 17:00,977.34,2.2,277.17,-1.53,76.2,7.16,5.46,1.7,3.48,5.58,1233.82,2.61,4.75,61.7
2009/2/2 17:10,977.27,2.05,277.03,-1.54,77,7.09,5.46,1.63,3.48,5.58,1234.4,1.7,3,62.93
2009/2/2 17:20,977.27,1.91,276.89,-1.52,77.9,7.01,5.46,1.55,3.49,5.59,1235.03,1.75,4.13,64.88
2009/2/2 17:30,977.28,1.86,276.84,-1.5,78.3,6.99,5.47,1.52,3.49,5.6,1235.26,1.86,3.63,51.19
2009/2/2 17:40,977.35,1.59,276.55,-1.52,79.7,6.85,5.46,1.39,3.48,5.59,1236.59,2.21,2.88,33.81
2009/2/2 17:50,977.6,1.39,276.33,-1.5,81,6.76,5.47,1.28,3.49,5.6,1237.8,1.59,2.38,47.52
2009/2/2 18:00,977.67,1.48,276.42,-1.49,80.5,6.8,5.47,1.33,3.49,5.6,1237.46,1.23,2.13,48.19
2009/2/2 18:10,977.48,1.43,276.38,-1.53,80.6,6.77,5.46,1.31,3.48,5.59,1237.47,1.99,3.38,23.65
2009/2/2 18:20,977.52,1.35,276.3,-1.52,81.1,6.74,5.46,1.27,3.48,5.59,1237.86,1.88,2.75,38.74
2009/2/2 18:30,977.55,1.33,276.28,-1.51,81.3,6.72,5.47,1.26,3.49,5.59,1238.02,1.79,2.5,38.4
2009/2/2 18:40,977.57,1.21,276.15,-1.55,81.8,6.67,5.45,1.21,3.48,5.58,1238.6,0.8,1.88,43.61
2009/2/2 18:50,977.59,1.1,276.05,-1.56,82.3,6.62,5.45,1.17,3.47,5.57,1239.09,0.75,1.5,63.73
2009/2/2 19:00,977.57,1.03,275.98,-1.56,82.7,6.58,5.45,1.14,3.47,5.57,1239.38,1.04,1.88,65.67
2009/2/2 19:10,977.53,0.98,275.93,-1.57,83,6.56,5.44,1.12,3.47,5.57,1239.56,0.89,2.25,73.8
2009/2/2 19:20,977.43,0.86,275.82,-1.63,83.3,6.5,5.42,1.09,3.45,5.54,1239.99,0.84,1.5,27.01
2009/2/2 19:30,977.4,0.78,275.74,-1.63,83.8,6.46,5.42,1.05,3.45,5.54,1240.32,0.43,1.75,78.6
2009/2/2 19:40,977.34,0.66,275.62,-1.68,84.3,6.41,5.4,1.01,3.44,5.53,1240.82,1.23,2.25,17.42
2009/2/2 19:50,977.22,0.56,275.53,-1.68,84.9,6.36,5.4,0.96,3.44,5.53,1241.12,2.24,3.38,358.2
2009/2/2 20:00,977.22,0.38,275.35,-1.77,85.4,6.28,5.36,0.92,3.42,5.49,1241.94,1.71,2.38,352.4
2009/2/2 20:10,977.23,0.24,275.21,-1.77,86.3,6.22,5.36,0.85,3.42,5.49,1242.58,2.2,2.75,349.3
2009/2/2 20:20,977.31,0.24,275.2,-1.69,86.8,6.22,5.4,0.82,3.44,5.52,1242.66,2.38,3,342.2
2009/2/2 20:30,977.26,0.31,275.28,-1.62,86.8,6.25,5.42,0.82,3.46,5.55,1242.27,2.51,3,346.7
2009/2/2 20:40,977.24,0.29,275.26,-1.67,86.6,6.24,5.4,0.84,3.45,5.53,1242.35,2.1,2.75,354.3
2009/2/2 20:50,977.21,0.25,275.21,-1.67,86.9,6.22,5.4,0.81,3.45,5.53,1242.51,2.25,3,4.99
2009/2/2 21:00,977.22,0.21,275.18,-1.69,87,6.2,5.4,0.81,3.44,5.52,1242.68,1.49,2.38,10.14
2009/2/2 21:10,977.16,0.13,275.1,-1.72,87.3,6.17,5.38,0.78,3.43,5.51,1242.98,1.36,1.75,16.37
2009/2/2 21:20,977.09,0.1,275.07,-1.67,87.8,6.15,5.4,0.75,3.45,5.53,1243.04,1.04,1.88,9.94
2009/2/2 21:30,977.09,0.06,275.04,-1.69,87.9,6.14,5.39,0.74,3.44,5.52,1243.2,0.66,1.5,346.6
2009/2/2 21:40,976.99,0.04,275.02,-1.69,88.1,6.12,5.4,0.73,3.44,5.52,1243.19,0.53,1.38,331.7
2009/2/2 21:50,976.91,0.01,275,-1.73,88,6.11,5.38,0.73,3.43,5.5,1243.23,0.44,1.5,63
2009/2/2 22:00,976.96,-0.17,274.81,-1.89,88.1,6.03,5.31,0.72,3.39,5.44,1244.14,0.3,0.88,143.4
2009/2/2 22:10,976.93,-0.4,274.59,-2.01,88.8,5.93,5.27,0.66,3.36,5.39,1245.14,0.42,0.88,22.74
2009/2/2 22:20,976.92,-0.53,274.46,-2.03,89.5,5.88,5.26,0.62,3.36,5.38,1245.72,0.34,0.88,229.8
2009/2/2 22:30,976.84,-0.65,274.35,-2.06,90.1,5.83,5.25,0.58,3.35,5.37,1246.18,0.78,1.13,211.3
2009/2/2 22:40,976.74,-0.74,274.26,-2.07,90.6,5.79,5.24,0.54,3.35,5.37,1246.47,0.47,0.88,237
2009/2/2 22:50,976.71,-0.7,274.3,-1.97,91.1,5.8,5.29,0.52,3.37,5.41,1246.26,0.55,1,12.82
2009/2/2 23:00,976.59,-0.6,274.42,-1.85,91.2,5.85,5.33,0.51,3.4,5.46,1245.59,0.4,0.88,244.8
2009/2/2 23:10,976.51,-0.63,274.39,-1.9,91.1,5.83,5.31,0.52,3.39,5.44,1245.66,0.57,1.25,301.2
2009/2/2 23:20,976.47,-0.56,274.46,-1.79,91.3,5.86,5.35,0.51,3.42,5.48,1245.25,0.89,1.38,337.3
2009/2/2 23:30,976.45,-0.62,274.4,-1.89,91.1,5.84,5.32,0.52,3.39,5.44,1245.54,0.74,1.38,347.4
2009/2/2 23:40,976.36,-0.68,274.35,-1.9,91.4,5.81,5.31,0.5,3.39,5.44,1245.67,0.48,1.5,20.17
2009/2/2 23:50,976.36,-0.83,274.2,-2.09,91.1,5.75,5.24,0.51,3.34,5.36,1246.39,0.07,0.38,172.9
2009/2/3 00:00,976.35,-0.9,274.13,-2.11,91.4,5.72,5.23,0.49,3.34,5.35,1246.71,0.1,0.63,101.4
2009/2/3 00:10,976.35,-1.1,273.92,-2.33,91.3,5.63,5.14,0.49,3.28,5.27,1247.7,0.15,0.38,82.1
2009/2/3 00:20,976.33,-1.41,273.62,-2.56,91.8,5.51,5.06,0.45,3.23,5.18,1249.11,0.11,0.63,112.2
2009/2/3 00:30,976.18,-1.41,273.63,-2.47,92.4,5.51,5.09,0.42,3.25,5.21,1248.91,0.17,0.63,167.6
2009/2/3 00:40,976.11,-1.5,273.55,-2.52,92.7,5.47,5.07,0.4,3.24,5.2,1249.24,0.14,0.5,203.5
2009/2/3 00:50,976.09,-1.7,273.34,-2.71,92.8,5.39,5,0.39,3.19,5.12,1250.19,0.23,0.5,164.3
2009/2/3 01:00,975.96,-1.79,273.26,-2.71,93.4,5.35,5,0.35,3.19,5.12,1250.43,0.19,0.75,152.2
2009/2/3 01:10,975.86,-1.9,273.16,-2.76,93.8,5.31,4.98,0.33,3.18,5.1,1250.82,0.58,1,54.72
2009/2/3 01:20,975.86,-2.01,273.05,-2.8,94.3,5.27,4.97,0.3,3.17,5.09,1251.32,1.05,1.63,33.71
2009/2/3 01:30,975.86,-2.01,273.05,-2.71,94.9,5.27,5,0.27,3.19,5.12,1251.3,0.81,1.5,14.52
2009/2/3 01:40,975.73,-1.98,273.09,-2.66,95.1,5.28,5.02,0.26,3.21,5.14,1251.01,0.31,0.88,36.59
2009/2/3 01:50,975.65,-2.01,273.07,-2.68,95.1,5.27,5.01,0.26,3.2,5.14,1251.01,0.24,0.75,65.4
2009/2/3 02:00,975.51,-2.07,273.02,-2.73,95.2,5.25,4.99,0.25,3.19,5.12,1251.13,0.67,1.13,17.33
2009/2/3 02:10,975.46,-2.02,273.08,-2.63,95.5,5.27,5.03,0.24,3.21,5.16,1250.81,0.49,1.13,339.6
2009/2/3 02:20,975.43,-2.17,272.93,-2.81,95.3,5.21,4.96,0.24,3.17,5.09,1251.49,0.2,1.38,195
2009/2/3 02:30,975.39,-2.25,272.85,-2.85,95.6,5.18,4.95,0.23,3.16,5.07,1251.82,1.19,1.75,346.8
2009/2/3 02:40,975.28,-2.18,272.92,-2.76,95.8,5.2,4.98,0.22,3.18,5.11,1251.37,0.49,1.38,318.9
2009/2/3 02:50,975.22,-2.29,272.82,-2.9,95.6,5.16,4.93,0.23,3.15,5.06,1251.83,0.57,1,206.2
2009/2/3 03:00,975.08,-2.48,272.64,-3.07,95.7,5.09,4.87,0.22,3.11,4.99,1252.54,0.26,0.88,234.9
2009/2/3 03:10,975.04,-2.57,272.55,-3.14,95.8,5.05,4.84,0.21,3.09,4.97,1252.92,0.09,0.38,19.17
2009/2/3 03:20,974.97,-2.53,272.6,-3.08,96,5.07,4.86,0.2,3.11,4.99,1252.65,0.24,0.63,115.1
2009/2/3 03:30,974.9,-2.71,272.42,-3.3,95.7,5,4.78,0.21,3.06,4.91,1253.43,0.05,0.38,116.4
2009/2/3 03:40,974.82,-2.87,272.27,-3.44,95.8,4.94,4.74,0.21,3.03,4.86,1254.06,0.24,0.5,125.7
2009/2/3 03:50,974.82,-2.88,272.26,-3.41,96.1,4.94,4.74,0.19,3.03,4.87,1254.13,0.14,0.38,167
2009/2/3 04:00,974.84,-2.73,272.41,-3.24,96.2,4.99,4.8,0.19,3.07,4.93,1253.4,0.13,0.5,78.6
2009/2/3 04:10,974.75,-2.6,272.54,-3.08,96.5,5.04,4.86,0.18,3.11,4.99,1252.69,0.14,0.38,110.8
2009/2/3 04:20,974.73,-2.61,272.54,-3.13,96.2,5.04,4.85,0.19,3.1,4.97,1252.7,0.13,0.5,131.3
2009/2/3 04:30,974.72,-2.84,272.31,-3.39,95.9,4.95,4.75,0.2,3.04,4.87,1253.78,0.26,0.75,234.5
2009/2/3 04:40,974.72,-2.9,272.25,-3.43,96.1,4.93,4.74,0.19,3.03,4.86,1254.07,0.2,0.63,217.4
2009/2/3 04:50,974.66,-3,272.15,-3.55,96,4.89,4.7,0.2,3,4.82,1254.52,0.11,0.63,166.1
2009/2/3 05:00,974.64,-2.85,272.31,-3.34,96.4,4.95,4.77,0.18,3.05,4.9,1253.72,0.39,1.75,21.75
2009/2/3 05:10,974.71,-2.76,272.39,-3.24,96.4,4.98,4.8,0.18,3.07,4.93,1253.37,0.42,1.13,31.14
2009/2/3 05:20,974.6,-2.65,272.51,-3.14,96.4,5.02,4.84,0.18,3.1,4.97,1252.73,0.12,0.5,126.2
2009/2/3 05:30,974.55,-2.89,272.27,-3.43,96,4.94,4.74,0.2,3.03,4.86,1253.81,0.1,0.5,176.3
2009/2/3 05:40,974.45,-2.97,272.2,-3.48,96.2,4.91,4.72,0.19,3.02,4.84,1254.05,0.2,0.5,176.8
2009/2/3 05:50,974.46,-2.88,272.29,-3.37,96.4,4.94,4.76,0.18,3.04,4.88,1253.66,0.08,0.5,69.1
2009/2/3 06:00,974.46,-2.8,272.36,-3.32,96.2,4.97,4.78,0.19,3.05,4.9,1253.29,0.21,0.5,138.8
2009/2/3 06:10,974.58,-3.23,271.93,-3.84,95.5,4.81,4.59,0.22,2.94,4.71,1255.49,0.2,0.63,97.4
2009/2/3 06:20,974.49,-3.5,271.67,-4.09,95.6,4.72,4.51,0.21,2.88,4.63,1256.67,0.29,0.63,189.3
2009/2/3 06:30,974.42,-3.54,271.62,-4.11,95.8,4.7,4.5,0.2,2.88,4.62,1256.8,0.16,0.75,171
2009/2/3 06:40,974.35,-3.48,271.69,-4.04,95.9,4.72,4.53,0.19,2.89,4.65,1256.42,0.53,0.88,215.6
2009/2/3 06:50,974.35,-3.13,272.04,-3.6,96.5,4.85,4.68,0.17,2.99,4.8,1254.71,0.19,0.5,213.1
2009/2/3 07:00,974.42,-2.98,272.19,-3.51,96.1,4.9,4.71,0.19,3.01,4.83,1254.08,0.33,0.75,90.7
2009/2/3 07:10,974.53,-3.12,272.04,-3.7,95.7,4.85,4.64,0.21,2.97,4.76,1254.9,0.24,0.75,116.5
2009/2/3 07:20,974.56,-3.29,271.86,-3.91,95.5,4.79,4.57,0.22,2.92,4.69,1255.8,0.35,0.63,151.6
2009/2/3 07:30,974.65,-3.46,271.69,-4.07,95.5,4.73,4.51,0.21,2.89,4.63,1256.72,0.35,0.75,174.1
2009/2/3 07:40,974.71,-3.48,271.67,-4.06,95.7,4.72,4.52,0.2,2.89,4.64,1256.86,0.24,0.75,185.8
2009/2/3 07:50,974.65,-3.33,271.82,-3.9,95.8,4.78,4.57,0.2,2.92,4.69,1256.06,0.16,0.75,165.4
2009/2/3 08:00,974.66,-3.28,271.87,-3.89,95.5,4.79,4.58,0.22,2.93,4.7,1255.85,0.26,0.63,198.2
2009/2/3 08:10,974.59,-3.22,271.94,-3.81,95.6,4.82,4.6,0.21,2.94,4.72,1255.45,0.16,0.63,192.9
2009/2/3 08:20,974.56,-2.95,272.2,-3.58,95.4,4.91,4.68,0.23,3,4.81,1254.16,0.29,0.75,187.6
2009/2/3 08:30,974.44,-2.81,272.36,-3.43,95.4,4.97,4.74,0.23,3.03,4.86,1253.29,0.09,0.5,139.4
2009/2/3 08:40,974.42,-2.72,272.46,-3.34,95.4,5,4.77,0.23,3.05,4.89,1252.83,0.22,0.63,179.5
2009/2/3 08:50,974.37,-2.22,272.96,-2.8,95.7,5.19,4.97,0.22,3.18,5.1,1250.36,0.35,0.75,102.8
2009/2/3 09:00,974.34,-2.02,273.16,-2.9,93.7,5.26,4.93,0.33,3.15,5.06,1249.46,0.36,0.63,45.5
2009/2/3 09:10,974.28,-2.05,273.13,-3,93.2,5.25,4.89,0.36,3.13,5.02,1249.53,0.18,0.5,96.6
2009/2/3 09:20,974.28,-1.85,273.34,-2.84,92.9,5.33,4.95,0.38,3.17,5.08,1248.57,0.3,0.63,105.1
2009/2/3 09:30,974.28,-1.51,273.69,-2.66,91.8,5.47,5.02,0.45,3.21,5.15,1246.96,0.28,0.63,54.23
2009/2/3 09:40,974.28,-1.32,273.88,-2.62,90.8,5.55,5.04,0.51,3.22,5.17,1246.08,0.22,0.63,67.08
2009/2/3 09:50,974.27,-1.13,274.06,-2.67,89.2,5.62,5.01,0.61,3.21,5.15,1245.23,0.15,0.63,196.1
2009/2/3 10:00,974.33,-0.97,274.22,-2.5,89.3,5.69,5.08,0.61,3.25,5.21,1244.55,0.13,0.38,122.5
2009/2/3 10:10,974.27,-0.76,274.44,-2.33,89,5.78,5.14,0.64,3.29,5.28,1243.44,0.29,0.63,70.9
2009/2/3 10:20,974.26,-0.77,274.43,-2.31,89.2,5.78,5.15,0.62,3.3,5.29,1243.47,0.28,0.63,135.3
2009/2/3 10:30,974.26,-0.42,274.78,-2.05,88.7,5.92,5.25,0.67,3.36,5.39,1241.86,0.35,0.75,133.2
2009/2/3 10:40,974.26,-0.05,275.16,-1.95,86.9,6.09,5.29,0.8,3.38,5.43,1240.13,0.28,0.75,112.5
2009/2/3 10:50,974.26,0.25,275.45,-1.82,85.9,6.22,5.34,0.88,3.42,5.48,1238.79,0.37,0.88,152.7
2009/2/3 11:00,974.26,0.41,275.62,-1.82,84.9,6.29,5.34,0.95,3.42,5.49,1238.02,0.23,0.75,83.4
2009/2/3 11:10,974.26,0.46,275.66,-1.71,85.3,6.31,5.39,0.93,3.45,5.53,1237.82,0.48,1.13,73.5
2009/2/3 11:20,974.26,0.48,275.69,-1.67,85.4,6.32,5.4,0.92,3.46,5.54,1237.7,0.78,1.13,50.06
2009/2/3 11:30,974.19,0.18,275.39,-1.81,86.4,6.19,5.35,0.84,3.42,5.49,1238.99,0.68,1.13,29.65
2009/2/3 11:40,974.15,0.5,275.71,-1.38,87.2,6.33,5.52,0.81,3.53,5.67,1237.43,0.36,0.75,136.3
2009/2/3 11:50,974.17,0.79,276,-1.31,85.8,6.47,5.55,0.92,3.55,5.7,1236.13,0.24,0.63,171.4
2009/2/3 12:00,974.14,1.19,276.41,-1.09,84.7,6.66,5.64,1.02,3.61,5.79,1234.22,0.28,0.63,174.8
2009/2/3 12:10,974.04,1.4,276.64,-1.01,83.9,6.76,5.67,1.09,3.63,5.82,1233.12,0.33,0.75,162.9
2009/2/3 12:20,973.9,1.77,277.01,-0.83,82.8,6.94,5.75,1.19,3.68,5.9,1231.28,0.3,0.75,177.3
2009/2/3 12:30,973.89,2.04,277.29,-0.75,81.7,7.08,5.78,1.3,3.7,5.94,1230.04,0.31,0.88,103.9
2009/2/3 12:40,973.8,2.09,277.35,-0.72,81.6,7.1,5.8,1.31,3.71,5.95,1229.69,0.46,0.88,151.6
2009/2/3 12:50,973.78,2.41,277.68,-0.46,81.2,7.27,5.9,1.37,3.78,6.06,1228.16,0.42,0.88,134.3
2009/2/3 13:00,973.78,3.07,278.34,-0.22,78.9,7.62,6.01,1.61,3.85,6.17,1225.19,0.44,0.88,128.2
2009/2/3 13:10,973.76,3.59,278.86,-0.07,76.9,7.9,6.08,1.83,3.89,6.24,1222.85,0.45,0.88,178.4
2009/2/3 13:20,973.66,3.99,279.28,0.02,75.2,8.13,6.12,2.02,3.92,6.28,1220.92,0.52,1.13,71
2009/2/3 13:30,973.61,3.94,279.23,0.06,75.7,8.1,6.13,1.97,3.93,6.3,1221.08,0.65,1.13,6.11
2009/2/3 13:40,973.49,3.78,279.08,-0.06,75.9,8.01,6.08,1.93,3.9,6.25,1221.64,0.72,1.25,29.07
2009/2/3 13:50,973.4,3.78,279.09,0.12,76.9,8.01,6.16,1.85,3.95,6.33,1221.49,0.4,0.88,353.5
2009/2/3 14:00,973.37,3.96,279.27,0.13,76,8.11,6.17,1.95,3.95,6.34,1220.67,0.81,1.88,12.2
2009/2/3 14:10,973.28,3.91,279.23,0.14,76.3,8.09,6.17,1.92,3.95,6.34,1220.76,0.74,1.13,28.28
2009/2/3 14:20,973.14,4.69,280.02,0.62,74.8,8.54,6.39,2.15,4.09,6.56,1217.08,0.56,1.13,149
2009/2/3 14:30,972.95,5.89,281.25,0.92,70.3,9.29,6.53,2.76,4.18,6.71,1211.53,0.54,1.13,164.6
2009/2/3 14:40,972.85,6.99,282.36,1.07,65.88,10.02,6.6,3.42,4.23,6.78,1206.64,0.5,1,108.4
2009/2/3 14:50,972.73,7.42,282.81,1.23,64.7,10.32,6.68,3.64,4.28,6.86,1204.58,0.61,1.25,102.5
2009/2/3 15:00,972.69,7.64,283.03,1.13,63.26,10.48,6.63,3.85,4.25,6.81,1203.61,0.94,1.38,207.7
2009/2/3 15:10,972.68,7.33,282.72,0.95,63.82,10.26,6.55,3.71,4.2,6.73,1204.97,0.9,1.25,200.3
2009/2/3 15:20,972.64,6.93,282.32,0.8,64.86,9.98,6.47,3.51,4.15,6.65,1206.69,1,1.38,222.9
2009/2/3 15:30,972.55,6.32,281.72,0.61,66.71,9.57,6.38,3.19,4.09,6.56,1209.23,0.78,1.25,210.7
2009/2/3 15:40,972.54,6,281.39,0.56,67.96,9.36,6.36,3,4.08,6.54,1210.63,0.74,1.5,194.5
2009/2/3 15:50,972.55,5.78,281.17,0.53,68.85,9.22,6.35,2.87,4.07,6.53,1211.58,0.75,1.5,201.4
2009/2/3 16:00,972.57,5.57,280.96,0.5,69.73,9.08,6.33,2.75,4.06,6.51,1212.54,0.44,1.13,204.8
