date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-02-03 06:10:00,982.74,9.59,284.16,3.56,65.97,11.96,7.89,4.07,5.01,8.03,1207.1,2.64,7.29,234.9,0.0,0.0,0.0,0.0,0.0,18.96,419.0
2020-02-03 06:20:00,982.75,9.48,284.05,3.54,66.34,11.87,7.88,4.0,5.0,8.01,1207.59,2.47,4.81,227.3,0.0,0.0,0.0,0.0,0.0,18.88,419.2
2020-02-03 06:30:00,982.73,9.42,283.99,3.52,66.54,11.82,7.87,3.96,4.99,8.01,1207.83,1.92,4.65,230.4,0.0,0.0,0.0,0.0,0.0,18.79,419.2
2020-02-03 06:40:00,982.81,9.38,283.94,3.51,66.67,11.79,7.86,3.93,4.99,8.0,1208.1,2.86,6.37,235.8,0.0,0.0,0.0,0.0,0.0,18.71,419.1
2020-02-03 06:50:00,982.79,9.39,283.96,3.49,66.53,11.8,7.85,3.95,4.98,7.99,1208.04,2.74,6.53,224.2,0.0,0.0,0.0,0.0,0.0,18.63,419.2
2020-02-03 07:00:00,982.84,9.34,283.9,3.46,66.62,11.76,7.83,3.93,4.97,7.97,1208.32,2.9,5.73,237.7,0.0,0.0,0.0,0.0,0.0,18.54,419.2
2020-02-03 07:10:00,982.98,9.29,283.84,3.47,66.89,11.72,7.84,3.88,4.98,7.98,1208.71,2.07,4.25,239.2,0.0,0.0,0.0,0.0,0.0,18.45,419.2
2020-02-03 07:20:00,983.19,9.27,283.8,3.5,67.13,11.7,7.86,3.85,4.99,7.99,1209.04,2.19,5.41,239.1,0.0,0.0,0.0,0.0,0.0,18.37,419.3
2020-02-03 07:30:00,983.21,9.24,283.77,3.51,67.31,11.68,7.86,3.82,4.99,8.0,1209.19,2.83,5.09,243.1,0.0,0.0,0.0,0.0,1.35,18.3,419.2
2020-02-03 07:40:00,983.26,9.09,283.62,3.53,68.07,11.56,7.87,3.69,4.99,8.01,1209.89,1.78,4.05,225.8,0.0,0.0,0.0,1.93,3.09,18.22,419.5
2020-02-03 07:50:00,983.18,8.96,283.49,3.56,68.84,11.46,7.89,3.57,5.01,8.03,1210.34,2.19,4.89,246.9,0.0,0.0,0.0,5.6,8.3,18.15,419.6
2020-02-03 08:00:00,983.18,9.0,283.53,3.63,68.95,11.49,7.92,3.57,5.03,8.06,1210.16,3.01,5.37,228.7,0.0,0.0,2.82,11.58,14.67,18.07,419.7
2020-02-03 08:10:00,983.18,9.03,283.56,3.65,68.92,11.52,7.94,3.58,5.04,8.07,1210.02,3.03,6.01,236.3,0.0,0.0,7.44,20.27,26.06,18.0,419.6
2020-02-03 08:20:00,983.27,9.04,283.57,3.69,69.06,11.52,7.96,3.57,5.05,8.09,1210.08,2.14,6.81,234.7,0.0,0.0,15.69,35.33,42.66,17.93,419.6
2020-02-03 08:30:00,983.4,9.01,283.52,3.71,69.34,11.5,7.97,3.53,5.06,8.11,1210.36,2.12,4.29,227.5,0.0,0.0,24.55,52.32,64.29,17.88,419.7
2020-02-03 08:40:00,983.55,9.04,283.54,3.79,69.57,11.52,8.02,3.51,5.09,8.15,1210.4,2.67,4.81,227.7,0.0,0.0,33.8,69.69,78.19,17.86,419.7
2020-02-03 08:50:00,983.68,9.11,283.6,3.85,69.54,11.58,8.05,3.53,5.11,8.19,1210.24,2.49,4.17,226.7,0.0,0.0,40.04,83.2,91.51,17.86,419.7
2020-02-03 09:00:00,983.66,9.14,283.63,3.86,69.46,11.6,8.06,3.54,5.11,8.19,1210.09,2.46,5.19,224.2,0.0,0.0,51.51,106.56,117.57,17.87,419.7
2020-02-03 09:10:00,983.77,9.19,283.67,3.8,68.9,11.64,8.02,3.62,5.09,8.15,1210.02,2.39,4.85,234.8,0.0,0.0,66.6,135.71,144.98,17.89,419.4
2020-02-03 09:20:00,983.84,9.33,283.81,3.76,68.08,11.75,8.0,3.75,5.07,8.13,1209.52,2.14,4.33,219.7,0.0,0.0,70.42,144.79,164.67,17.95,419.3
2020-02-03 09:30:00,983.83,9.51,283.99,3.77,67.31,11.9,8.01,3.89,5.08,8.14,1208.74,2.24,5.53,239.9,0.0,0.0,87.12,175.48,194.02,18.01,419.2
2020-02-03 09:40:00,983.93,9.76,284.23,3.84,66.51,12.1,8.05,4.05,5.1,8.18,1207.77,3.54,7.73,232.3,0.0,0.0,84.91,172.59,210.42,18.09,418.9
2020-02-03 09:50:00,984.08,9.88,284.34,3.94,66.42,12.2,8.1,4.1,5.14,8.23,1207.42,3.26,6.45,231.4,0.0,0.0,105.63,214.67,256.18,18.19,418.9
2020-02-03 10:00:00,984.14,10.12,284.58,4.08,66.05,12.39,8.19,4.21,5.19,8.32,1206.43,2.32,4.89,238.5,0.0,0.0,157.55,312.55,411.58,18.3,418.9
2020-02-03 10:10:00,984.25,10.34,284.79,3.91,64.29,12.58,8.09,4.49,5.13,8.22,1205.68,4.04,8.05,246.0,0.0,0.0,164.99,325.87,422.78,18.44,418.3
2020-02-03 10:20:00,984.34,10.51,284.95,3.87,63.4,12.72,8.07,4.66,5.11,8.19,1205.07,3.6,7.81,239.0,0.0,0.0,196.78,390.15,482.63,18.61,418.3
2020-02-03 10:30:00,984.47,10.71,285.14,3.74,61.97,12.89,7.99,4.9,5.06,8.12,1204.42,4.23,8.41,255.4,0.0,0.0,178.67,359.07,439.0,18.79,418.3
2020-02-03 10:40:00,984.49,10.74,285.17,3.87,62.43,12.92,8.06,4.85,5.11,8.19,1204.28,3.89,6.33,245.7,0.0,0.0,194.57,388.8,534.75,18.97,417.9
2020-02-03 10:50:00,984.61,10.89,285.31,4.02,62.47,13.05,8.15,4.9,5.17,8.28,1203.75,3.91,7.53,250.2,0.0,0.0,224.95,446.52,591.89,19.15,417.9
2020-02-03 11:00:00,984.63,10.84,285.26,3.89,62.09,13.0,8.07,4.93,5.12,8.2,1204.02,4.17,7.81,248.0,0.0,0.0,165.39,338.22,396.14,19.33,418.1
2020-02-03 11:10:00,984.75,10.8,285.21,3.91,62.34,12.97,8.09,4.88,5.12,8.21,1204.34,3.58,7.01,253.0,0.0,0.0,160.56,327.41,358.3,19.5,418.2
2020-02-03 11:20:00,984.81,10.8,285.21,3.83,62.01,12.97,8.04,4.93,5.1,8.17,1204.43,4.19,7.21,244.4,0.0,0.0,140.04,288.8,330.89,19.65,418.1
2020-02-03 11:30:00,984.91,10.79,285.19,3.77,61.76,12.96,8.0,4.96,5.07,8.13,1204.61,3.08,7.33,257.6,0.0,0.0,152.72,313.71,510.23,19.78,418.1
2020-02-03 11:40:00,984.99,10.83,285.22,3.7,61.31,13.0,7.97,5.03,5.05,8.09,1204.56,2.95,6.87,250.2,0.0,0.0,114.29,240.93,276.64,19.89,418.0
2020-02-03 11:50:00,984.98,10.83,285.22,3.58,60.77,13.0,7.9,5.1,5.0,8.02,1204.58,3.49,6.17,245.1,0.0,0.0,114.08,241.31,332.43,20.0,417.8
2020-02-03 12:00:00,984.84,10.95,285.35,3.62,60.46,13.1,7.92,5.18,5.02,8.04,1203.89,3.94,8.81,255.7,0.0,0.0,181.69,372.2,607.14,20.08,417.8
2020-02-03 12:10:00,984.95,11.06,285.46,3.7,60.37,13.2,7.97,5.23,5.05,8.09,1203.54,3.71,9.41,256.5,0.0,0.0,192.96,400.58,516.79,20.15,417.8
2020-02-03 12:20:00,985.06,11.01,285.4,3.8,61.01,13.15,8.02,5.13,5.08,8.15,1203.85,4.24,7.73,264.9,0.0,0.0,276.46,561.2,787.06,20.21,417.7
2020-02-03 12:30:00,984.95,11.38,285.78,3.78,59.43,13.48,8.01,5.47,5.07,8.13,1202.16,3.88,7.93,255.7,0.0,0.0,410.46,810.81,986.68,20.26,417.4
2020-02-03 12:40:00,984.78,12.04,286.45,3.81,57.03,14.08,8.03,6.05,5.09,8.15,1199.16,3.39,7.15,243.6,0.0,0.0,393.16,766.6,922.78,20.32,417.2
2020-02-03 12:50:00,984.66,12.11,286.53,3.67,56.19,14.15,7.95,6.2,5.04,8.07,1198.76,4.7,7.85,240.7,0.0,0.0,328.17,650.96,907.14,20.47,417.3
2020-02-03 13:00:00,984.53,11.8,286.23,3.6,57.07,13.86,7.91,5.95,5.01,8.03,1199.92,3.61,6.13,246.1,0.0,0.0,231.19,466.99,685.91,20.69,417.2
2020-02-03 13:10:00,984.41,11.53,285.97,3.37,57.16,13.61,7.78,5.83,4.93,7.91,1200.97,5.0,9.41,250.2,0.0,0.0,180.68,369.5,443.44,20.94,417.1
2020-02-03 13:20:00,984.35,11.29,285.74,3.49,58.56,13.4,7.85,5.55,4.97,7.97,1201.88,3.88,7.33,244.2,0.0,0.0,141.05,292.66,326.83,21.14,416.8
2020-02-03 13:30:00,984.45,11.18,285.62,3.36,58.47,13.3,7.78,5.52,4.93,7.9,1202.5,3.47,6.33,259.8,0.0,0.0,163.58,337.64,362.35,21.24,417.1
2020-02-03 13:40:00,984.36,11.09,285.53,3.44,59.17,13.22,7.82,5.4,4.96,7.95,1202.75,3.45,7.73,249.4,0.0,0.0,139.64,289.0,355.02,21.28,417.1
2020-02-03 13:50:00,984.2,10.98,285.44,3.58,60.19,13.13,7.9,5.23,5.01,8.03,1202.98,3.25,5.73,224.7,0.0,0.0,120.32,249.61,281.66,21.25,417.2
2020-02-03 14:00:00,984.19,10.95,285.41,3.68,60.74,13.1,7.96,5.14,5.04,8.08,1203.07,2.43,5.11,225.4,0.0,0.0,81.69,175.68,199.03,21.23,417.0
2020-02-03 14:10:00,984.2,10.9,285.36,3.79,61.39,13.06,8.02,5.04,5.08,8.14,1203.27,3.34,9.41,227.2,0.0,0.0,93.16,201.35,230.69,21.23,417.1
2020-02-03 14:20:00,984.24,10.82,285.27,3.95,62.45,12.99,8.11,4.88,5.14,8.24,1203.61,2.77,5.97,263.4,0.0,130.0,52.92,121.04,177.61,21.22,417.1
2020-02-03 14:30:00,984.38,10.58,285.02,4.17,64.43,12.78,8.23,4.55,5.22,8.37,1204.75,3.38,6.13,248.2,0.0,0.0,56.94,130.69,158.3,21.21,417.2
2020-02-03 14:40:00,984.51,10.39,284.82,4.4,66.3,12.62,8.37,4.25,5.3,8.5,1205.65,4.02,7.53,238.4,0.0,30.0,65.79,147.1,209.07,21.11,417.1
2020-02-03 14:50:00,984.65,10.11,284.53,4.66,68.8,12.38,8.52,3.86,5.4,8.65,1206.94,4.03,6.77,244.0,0.0,0.0,114.89,247.68,351.16,20.97,417.3
2020-02-03 15:00:00,984.56,10.34,284.76,4.63,67.65,12.58,8.51,4.07,5.39,8.64,1205.86,3.65,10.01,248.5,0.0,0.0,163.58,333.78,405.02,20.78,417.3
2020-02-03 15:10:00,985.04,10.13,284.51,4.63,68.6,12.4,8.51,3.89,5.39,8.64,1207.35,4.31,8.05,257.9,0.1,380.0,35.61,81.47,243.44,20.65,417.8
2020-02-03 15:20:00,985.04,8.06,282.43,4.7,79.3,10.78,8.55,2.23,5.42,8.68,1216.21,2.41,6.37,264.2,0.0,160.0,82.9,173.94,231.47,20.59,418.2
2020-02-03 15:30:00,984.88,7.95,282.34,5.13,82.3,10.7,8.81,1.89,5.58,8.94,1216.37,1.31,3.0,260.3,0.0,0.0,198.39,387.07,467.95,20.29,418.1
2020-02-03 15:40:00,984.84,9.22,283.62,5.71,78.6,11.67,9.17,2.5,5.81,9.31,1210.68,0.69,2.12,215.7,0.0,0.0,205.63,397.49,463.32,20.01,418.5
2020-02-03 15:50:00,984.71,9.61,284.02,5.56,75.8,11.98,9.08,2.9,5.75,9.22,1208.89,2.12,3.97,235.8,0.0,0.0,97.59,199.81,267.57,19.84,417.9
2020-02-03 16:00:00,984.63,9.37,283.78,5.22,75.2,11.78,8.86,2.92,5.62,9.0,1209.92,1.94,3.71,251.9,0.0,0.0,74.85,151.74,163.13,19.83,418.2
2020-02-03 16:10:00,984.53,9.46,283.88,4.84,72.8,11.86,8.63,3.22,5.47,8.77,1209.52,2.12,4.69,253.3,0.1,0.0,61.17,122.78,150.58,19.88,418.2
2020-02-03 16:20:00,984.57,9.61,284.03,4.46,70.2,11.98,8.41,3.57,5.33,8.54,1209.03,2.59,4.81,238.6,0.0,0.0,45.27,90.35,99.81,19.91,418.3
2020-02-03 16:30:00,984.66,9.78,284.19,4.2,68.11,12.11,8.25,3.86,5.23,8.38,1208.49,1.86,4.45,255.7,0.0,0.0,39.84,78.19,84.56,19.91,418.4
2020-02-03 16:40:00,984.71,9.82,284.23,4.12,67.55,12.15,8.2,3.94,5.2,8.33,1208.4,2.12,5.37,244.0,0.0,0.0,24.14,48.84,61.58,19.87,418.5
2020-02-03 16:50:00,984.53,9.82,284.24,4.05,67.21,12.15,8.16,3.98,5.17,8.29,1208.2,3.79,7.45,242.0,0.0,0.0,16.3,34.17,37.45,19.82,418.3
2020-02-03 17:00:00,984.43,9.74,284.17,3.97,67.2,12.08,8.12,3.96,5.15,8.25,1208.44,3.46,6.17,242.9,0.0,0.0,7.85,18.92,26.06,19.75,418.5
2020-02-03 17:10:00,984.48,9.52,283.95,3.84,67.6,11.9,8.05,3.86,5.1,8.17,1209.48,2.17,5.09,240.6,0.0,0.0,2.21,8.49,13.32,19.64,419.0
2020-02-03 17:20:00,984.45,9.28,283.71,3.86,68.8,11.71,8.06,3.65,5.11,8.19,1210.46,1.05,2.6,231.6,0.0,0.0,0.0,2.9,4.44,19.52,420.1
2020-02-03 17:30:00,984.6,9.05,283.47,3.85,69.8,11.53,8.05,3.48,5.1,8.18,1211.64,1.08,2.68,226.3,0.0,0.0,0.0,0.0,1.35,19.41,419.6
2020-02-03 17:40:00,984.64,8.89,283.3,3.75,70.1,11.41,8.0,3.41,5.07,8.12,1212.4,2.06,4.65,240.7,0.0,0.0,0.0,0.0,0.0,19.32,419.4
2020-02-03 17:50:00,984.47,8.84,283.27,3.68,69.95,11.37,7.95,3.42,5.04,8.08,1212.42,2.46,5.27,238.8,0.0,0.0,0.0,0.0,0.0,19.23,419.3
2020-02-03 18:00:00,984.64,8.77,283.18,3.62,70.0,11.32,7.92,3.39,5.02,8.04,1212.95,2.96,5.21,238.7,0.0,0.0,0.0,0.0,0.0,19.14,419.5
2020-02-03 18:10:00,984.62,8.78,283.19,3.57,69.7,11.32,7.89,3.43,5.0,8.02,1212.89,3.32,6.13,241.6,0.0,0.0,0.0,0.0,0.0,19.03,419.4
2020-02-03 18:20:00,984.7,8.81,283.22,3.56,69.52,11.35,7.89,3.46,5.0,8.01,1212.87,2.56,4.69,243.7,0.0,0.0,0.0,0.0,0.0,18.92,419.5
2020-02-03 18:30:00,984.71,8.81,283.22,3.56,69.5,11.35,7.89,3.46,5.0,8.01,1212.88,2.44,4.65,241.6,0.0,0.0,0.0,0.0,0.0,18.8,419.7
2020-02-03 18:40:00,984.66,8.75,283.16,3.48,69.4,11.3,7.84,3.46,4.97,7.96,1213.1,3.03,5.89,238.5,0.0,0.0,0.0,0.0,0.0,18.69,419.7
2020-02-03 18:50:00,984.62,8.69,283.1,3.45,69.54,11.25,7.83,3.43,4.96,7.95,1213.31,2.83,5.17,235.9,0.0,0.0,0.0,0.0,0.0,18.61,419.8
2020-02-03 19:00:00,984.58,8.67,283.09,3.44,69.6,11.24,7.82,3.42,4.96,7.94,1213.35,2.91,5.33,232.9,0.0,0.0,0.0,0.0,0.0,18.53,419.9
2020-02-03 19:10:00,984.39,8.67,283.1,3.42,69.49,11.24,7.81,3.43,4.95,7.93,1213.12,2.74,5.35,234.2,0.0,0.0,0.0,0.0,0.0,18.45,420.0
2020-02-03 19:20:00,984.36,8.61,283.04,3.39,69.62,11.19,7.79,3.4,4.94,7.92,1213.35,2.74,6.79,227.0,0.0,0.0,0.0,0.0,0.0,18.38,420.1
2020-02-03 19:30:00,984.3,8.61,283.05,3.39,69.63,11.19,7.79,3.4,4.94,7.92,1213.28,2.47,5.01,227.1,0.0,0.0,0.0,0.0,0.0,18.32,420.2
2020-02-03 19:40:00,984.22,8.6,283.04,3.39,69.69,11.19,7.8,3.39,4.94,7.92,1213.22,2.59,3.81,232.2,0.0,0.0,0.0,0.0,0.0,18.27,420.2
2020-02-03 19:50:00,984.07,8.61,283.07,3.39,69.64,11.19,7.79,3.4,4.94,7.92,1212.99,2.49,4.41,226.5,0.0,0.0,0.0,0.0,0.0,18.25,420.4
2020-02-03 20:00:00,984.0,8.61,283.07,3.45,69.92,11.19,7.83,3.37,4.96,7.95,1212.89,1.93,3.65,229.1,0.0,0.0,0.0,0.0,0.0,18.23,420.3
2020-02-03 20:10:00,983.97,8.67,283.14,3.54,70.1,11.24,7.88,3.36,5.0,8.01,1212.57,1.52,3.12,230.6,0.0,0.0,0.0,0.0,0.0,18.23,420.2
2020-02-03 20:20:00,983.88,8.67,283.14,3.6,70.4,11.24,7.91,3.33,5.02,8.04,1212.44,1.04,1.8,233.7,0.0,0.0,0.0,0.0,0.0,18.24,420.3
2020-02-03 20:30:00,983.78,8.63,283.11,3.6,70.6,11.21,7.91,3.3,5.02,8.04,1212.49,0.96,2.32,237.2,0.0,0.0,0.0,0.0,0.0,18.29,420.7
2020-02-03 20:40:00,983.73,8.58,283.06,3.62,70.9,11.17,7.92,3.25,5.02,8.05,1212.64,0.91,1.86,241.3,0.0,0.0,0.0,0.0,0.0,18.35,420.7
2020-02-03 20:50:00,983.53,8.5,283.0,3.6,71.2,11.11,7.91,3.2,5.02,8.04,1212.74,1.3,4.07,233.8,0.0,0.0,0.0,0.0,0.0,18.42,420.9
2020-02-03 21:00:00,983.43,8.39,282.9,3.53,71.4,11.03,7.87,3.15,4.99,8.01,1213.11,1.79,3.08,235.8,0.0,0.0,0.0,0.0,0.0,18.5,421.0
2020-02-03 21:10:00,983.33,8.3,282.82,3.49,71.6,10.96,7.85,3.11,4.98,7.98,1213.39,1.5,2.5,234.3,0.0,0.0,0.0,0.0,0.0,18.55,421.2
2020-02-03 21:20:00,983.2,8.19,282.72,3.42,71.8,10.88,7.81,3.07,4.96,7.94,1213.72,1.39,2.56,231.0,0.0,0.0,0.0,0.0,0.0,18.58,421.2
2020-02-03 21:30:00,983.05,8.09,282.63,3.36,72.0,10.8,7.78,3.03,4.94,7.91,1213.98,1.75,2.58,238.1,0.0,0.0,0.0,0.0,0.0,18.59,421.2
2020-02-03 21:40:00,982.82,7.97,282.53,3.35,72.5,10.72,7.77,2.95,4.93,7.91,1214.22,1.87,2.72,224.8,0.0,0.0,0.0,0.0,0.0,18.57,421.9
2020-02-03 21:50:00,982.49,7.8,282.38,3.32,73.2,10.59,7.75,2.84,4.92,7.89,1214.55,2.09,2.5,229.7,0.0,0.0,0.0,0.0,0.0,18.54,422.6
2020-02-03 22:00:00,982.2,7.76,282.37,3.28,73.2,10.56,7.73,2.83,4.91,7.87,1214.37,2.16,2.46,229.8,0.0,0.0,0.0,0.0,0.0,18.49,422.7
2020-02-03 22:10:00,981.96,7.67,282.3,3.25,73.5,10.5,7.72,2.78,4.9,7.86,1214.47,2.25,2.64,233.7,0.0,0.0,0.0,0.0,0.0,18.42,423.2
2020-02-03 22:20:00,981.62,7.67,282.32,3.19,73.2,10.5,7.69,2.81,4.88,7.83,1214.06,2.21,2.68,229.6,0.0,0.0,0.0,0.0,0.0,18.34,422.6
2020-02-03 22:30:00,981.36,7.62,282.3,3.14,73.2,10.46,7.66,2.8,4.87,7.8,1213.97,2.15,2.76,231.8,0.0,0.0,0.0,0.0,0.0,18.26,422.7
2020-02-03 22:40:00,981.06,7.71,282.41,3.1,72.5,10.53,7.63,2.9,4.85,7.78,1213.22,1.64,2.32,215.1,0.0,0.0,0.0,0.0,0.0,18.17,422.0
2020-02-03 22:50:00,980.57,7.61,282.35,3.17,73.4,10.46,7.67,2.78,4.88,7.83,1213.03,1.19,1.76,208.3,0.0,0.0,0.0,0.0,0.0,18.11,422.3
2020-02-03 23:00:00,980.16,7.55,282.32,3.31,74.4,10.41,7.75,2.67,4.93,7.9,1212.74,1.22,1.6,202.5,0.0,0.0,0.0,0.0,0.0,18.08,423.3
2020-02-03 23:10:00,979.78,7.42,282.22,3.29,75.0,10.32,7.74,2.58,4.93,7.9,1212.84,0.9,1.32,201.8,0.0,0.0,0.0,0.0,0.0,18.08,423.7
2020-02-03 23:20:00,979.39,7.3,282.14,3.33,75.8,10.24,7.76,2.48,4.94,7.92,1212.86,1.04,1.64,202.2,0.0,0.0,0.0,0.0,0.0,18.1,424.4
2020-02-03 23:30:00,979.13,7.24,282.1,3.32,76.1,10.19,7.76,2.44,4.94,7.92,1212.8,1.26,1.6,203.6,0.0,420.0,0.0,0.0,0.0,18.23,423.9
2020-02-03 23:40:00,978.86,7.02,281.9,3.31,77.2,10.04,7.75,2.29,4.94,7.92,1213.42,1.23,1.78,218.0,0.0,330.0,0.0,0.0,0.0,18.28,424.2
2020-02-03 23:50:00,978.61,6.97,281.86,3.57,78.9,10.0,7.89,2.11,5.03,8.07,1213.28,1.47,1.86,207.6,0.0,600.0,0.0,0.0,0.0,18.42,423.3
2020-02-04 00:00:00,978.44,6.89,281.8,3.75,80.3,9.95,7.99,1.96,5.1,8.17,1213.34,0.94,1.2,194.3,0.0,600.0,0.0,0.0,0.0,18.49,423.1
2020-02-04 00:10:00,978.22,6.72,281.65,4.0,82.7,9.84,8.14,1.7,5.19,8.32,1213.73,1.41,2.32,187.3,0.1,600.0,0.0,0.0,0.0,18.49,427.4
2020-02-04 00:20:00,977.94,6.34,281.29,4.15,85.8,9.58,8.22,1.36,5.25,8.41,1214.99,1.94,2.44,207.4,0.3,600.0,0.0,0.0,0.0,18.46,424.3
2020-02-04 00:30:00,977.71,6.17,281.14,4.36,88.1,9.47,8.34,1.13,5.33,8.53,1215.38,1.23,2.32,213.7,0.2,600.0,0.0,0.0,0.0,18.42,423.7
2020-02-04 00:40:00,977.71,6.06,281.03,4.52,89.8,9.4,8.44,0.96,5.39,8.63,1215.81,0.93,1.52,239.0,0.1,600.0,0.0,0.0,0.0,18.34,421.4
2020-02-04 00:50:00,977.59,5.99,280.97,4.62,90.9,9.35,8.5,0.85,5.43,8.7,1215.96,0.66,1.2,187.9,0.3,600.0,0.0,0.0,0.0,18.25,422.8
2020-02-04 01:00:00,977.26,5.98,280.98,4.74,91.7,9.34,8.57,0.78,5.47,8.77,1215.57,0.32,0.88,201.5,0.3,600.0,0.0,0.0,0.0,18.16,422.9
2020-02-04 01:10:00,976.94,5.94,280.97,4.74,92.0,9.32,8.57,0.75,5.48,8.78,1215.34,0.47,1.48,281.2,0.4,490.0,0.0,0.0,0.0,18.09,421.9
2020-02-04 01:20:00,976.59,5.83,280.89,4.21,89.3,9.25,8.26,0.99,5.28,8.46,1215.52,1.0,1.8,285.3,0.4,150.0,0.0,0.0,0.0,17.91,419.0
2020-02-04 01:30:00,976.05,5.85,280.95,3.96,87.6,9.26,8.11,1.15,5.19,8.31,1214.82,0.93,1.44,265.6,0.2,100.0,0.0,0.0,0.0,17.76,418.8
2020-02-04 01:40:00,975.72,5.71,280.84,4.14,89.6,9.17,8.22,0.95,5.26,8.42,1214.98,0.95,1.4,237.6,0.4,520.0,0.0,0.0,0.0,17.68,420.0
2020-02-04 01:50:00,975.57,5.52,280.66,4.13,90.7,9.05,8.21,0.84,5.25,8.42,1215.61,1.01,1.68,262.9,0.2,400.0,0.0,0.0,0.0,17.65,419.7
2020-02-04 02:00:00,975.32,5.42,280.57,3.87,89.7,8.99,8.06,0.93,5.16,8.26,1215.84,0.85,1.64,261.6,0.3,430.0,0.0,0.0,0.0,17.51,419.1
2020-02-04 02:10:00,974.85,5.27,280.46,3.78,90.1,8.89,8.01,0.88,5.13,8.22,1215.92,0.7,1.52,243.0,0.3,600.0,0.0,0.0,0.0,17.46,419.1
2020-02-04 02:20:00,974.76,5.1,280.3,3.28,88.0,8.79,7.73,1.05,4.95,7.93,1216.68,0.82,1.44,272.7,0.3,350.0,0.0,0.0,0.0,17.35,418.4
2020-02-04 02:30:00,974.59,4.9,280.11,3.13,88.3,8.67,7.65,1.01,4.9,7.85,1217.37,0.92,1.44,249.0,0.4,570.0,0.0,0.0,0.0,17.27,418.3
2020-02-04 02:40:00,974.42,4.79,280.01,3.2,89.4,8.6,7.69,0.91,4.92,7.89,1217.63,1.15,1.88,253.5,0.5,550.0,0.0,0.0,0.0,17.2,418.4
2020-02-04 02:50:00,974.36,4.72,279.95,3.24,90.1,8.56,7.71,0.85,4.94,7.91,1217.86,0.89,1.62,261.8,0.5,600.0,0.0,0.0,0.0,17.13,418.7
2020-02-04 03:00:00,974.42,4.59,279.81,3.14,90.3,8.48,7.66,0.82,4.9,7.86,1218.52,0.59,1.6,234.5,0.5,600.0,0.0,0.0,0.0,17.05,418.8
2020-02-04 03:10:00,974.27,4.52,279.75,3.1,90.5,8.44,7.64,0.8,4.89,7.84,1218.65,0.38,1.16,238.6,0.4,600.0,0.0,0.0,0.0,16.96,418.9
2020-02-04 03:20:00,973.93,4.4,279.67,2.94,90.2,8.37,7.55,0.82,4.84,7.75,1218.77,0.9,2.44,263.8,0.4,600.0,0.0,0.0,0.0,16.87,418.8
2020-02-04 03:30:00,973.71,4.25,279.53,2.74,89.9,8.28,7.44,0.84,4.77,7.65,1219.22,0.95,2.84,278.8,0.3,600.0,0.0,0.0,0.0,16.78,418.7
2020-02-04 03:40:00,973.73,4.06,279.34,2.55,89.8,8.17,7.34,0.83,4.7,7.54,1220.11,1.29,2.8,264.7,0.3,540.0,0.0,0.0,0.0,16.65,418.8
2020-02-04 03:50:00,973.8,3.86,279.13,2.36,89.9,8.06,7.24,0.81,4.64,7.44,1221.14,1.6,3.57,254.4,0.5,600.0,0.0,0.0,0.0,16.5,418.4
2020-02-04 04:00:00,973.65,3.7,278.98,2.28,90.4,7.96,7.2,0.76,4.61,7.39,1221.7,1.57,3.3,281.4,0.4,600.0,0.0,0.0,0.0,16.32,418.5
2020-02-04 04:10:00,973.52,3.64,278.94,2.27,90.7,7.93,7.2,0.74,4.61,7.39,1221.77,1.37,4.17,252.7,0.4,600.0,0.0,0.0,0.0,16.1,418.9
2020-02-04 04:20:00,973.71,3.45,278.73,2.02,90.3,7.83,7.07,0.76,4.53,7.26,1222.92,1.57,3.73,264.7,0.3,600.0,0.0,0.0,0.0,15.88,419.3
2020-02-04 04:30:00,973.87,3.36,278.62,2.05,91.1,7.78,7.08,0.69,4.54,7.27,1223.52,1.31,3.2,237.6,0.3,600.0,0.0,0.0,0.0,15.66,419.9
2020-02-04 04:40:00,974.08,3.35,278.59,2.09,91.4,7.77,7.1,0.67,4.55,7.29,1223.81,1.64,4.03,247.3,0.4,600.0,0.0,0.0,0.0,15.44,420.6
2020-02-04 04:50:00,974.4,3.19,278.4,1.83,90.8,7.68,6.97,0.71,4.46,7.16,1225.0,1.89,4.53,232.5,0.5,600.0,0.0,0.0,0.0,15.24,420.3
2020-02-04 05:00:00,974.88,2.89,278.07,1.5,90.5,7.52,6.81,0.71,4.35,6.98,1227.0,1.25,2.98,257.9,0.5,600.0,0.0,0.0,0.0,15.04,420.3
2020-02-04 05:10:00,975.08,2.64,277.79,1.34,91.1,7.39,6.73,0.66,4.3,6.9,1228.42,0.93,2.0,228.8,0.4,600.0,0.0,0.0,0.0,14.83,420.3
2020-02-04 05:20:00,975.48,2.38,277.5,1.09,91.2,7.25,6.61,0.64,4.23,6.78,1230.14,1.38,3.61,253.7,0.5,600.0,0.0,0.0,0.0,14.63,420.7
2020-02-04 05:30:00,975.79,2.09,277.19,0.86,91.5,7.11,6.5,0.6,4.16,6.66,1231.85,1.41,2.82,280.3,0.5,600.0,0.0,0.0,0.0,14.45,420.7
